245,034$d,034$e,034$f,034$g,650,651,520$a
"10$aUSGS QL1 LiDAR for Allentown, PA 2016 - Breaklines.","-75.557001119897","-75.4113585764082","40.6416381950144","40.5461340160323","\7$aLidar.$2ISO 19115 Category|\7$aHydrology.$2ISO 19115 Category|\7$aElevation data.$2ISO 19115 Category|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Category","\0$aUnited States.|\0$aUS.|\0$aPennsylvania.|\0$aPA.|\0$aLehigh County.|\0$aAllentown.","AllentownPA_HydroFlattenedBreakline2016."
"10$aUSGS QL1 LiDAR for Allentown, PA 2016 - Intensity Images.","-75.557001119897","-75.4113585764082","40.6416381950144","40.5461340160323","\7$aLidar.$2ISO 19115 Category|\7$aElevation data.$2ISO 19115 Category|\7$aHydrology.$2ISO 19115 Category|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Category","\0$aUnited States.|\0$aUS.|\0$aPennsylvania.|\0$aPA.|\0$aLehigh County.|\0$aAllentown.","AllentownPA_IntensityImages2016."
"10$aUSGS QL1 LiDAR for Allentown, PA 2016 - Orthophotos.","-75.557001119897","-75.4113585764082","40.6416381950144","40.5461340160323","\7$arectified image.$2ISO 19115 Category|\7$aimage map.$2ISO 19115 Category|\7$aorthoimage.$2ISO 19115 Category|\7$anatural color orthophoto.$2ISO 19115 Category|\7$arectified photograph.$2ISO 19115 Category|\7$a7.5 centimeter orthoimage.$2ISO 19115 Category|\7$aorthophoto.$2ISO 19115 Category|\7$aimageryBaseMapsEarthCover.$2ISO 19115 Category","\7$aUS.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aUS.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aUnited States.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aUS.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aPennsylvania.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aPA.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aLehigh County.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.|\7$aAllentown.$2U.S. Department of Commerce, 1995, Countries, dependencies, areas of special sovereignty, and their principal administrative divisions, Federal Information Processing Standard (FIPS) 10-4): Washington, D.C., National Institute of Standards and Technology.","AllentownPA_Orthos2016."
"10$aAMC Pennsylvania Highlands.","-77.768426","-75.041299","40.778268","39.711256","\0$aPennsylvania.","\0$ahighlands.","AMC_Highlands."
"10$aAnthracite_Coal_Mine_Permits_12022016.","-76.649616","-76.027413","40.846739","40.578533","\7$ageology geo geologic geological.$2ISO 19115 Topic Categories|\7$amining.$2ISO 19115 Topic Categories|\7$acoal.$2ISO 19115 Topic Categories|\7$aAnthracite.$2ISO 19115 Topic Categories|\7$aGeoscientific Information.$2ISO 19115 Topic Categories",,"Anthracite_Coal_Mine_Permits_12022016."
"10$aAppalachian National Scenic Trail Centerline in Pennsylvania."," -84.199830"," -68.921782"," 45.904373"," 34.626563","\7$aAppalachian National Scenic Trail.$2ISO 19115 Topic Categories|\7$aAppalachian Trail.$2ISO 19115 Topic Categories|\7$aNational Scenic Trail.$2ISO 19115 Topic Categories|\7$aAT.$2ISO 19115 Topic Categories|\7$aAppalachian Trail Centerline.$2ISO 19115 Topic Categories|\7$asociety.$2ISO 19115 Topic Categories|\7$atrails.$2ISO 19115 Topic Categories|\7$arecreation.$2ISO 19115 Topic Categories","\0$aAppalachian National Scenic Trail.|\0$aAppalachian Trail.|\0$aPennsylvania.","appalachiantrail2003."
"10$aAppalachian National Scenic Trail Centerline.","-84.199830","-68.921782","45.904373","34.626563","\7$aAppalachian National Scenic Trail.$2ISO 19115 Topic Categories|\7$aAppalachian Trail.$2ISO 19115 Topic Categories|\7$aNational Scenic Trail.$2ISO 19115 Topic Categories|\7$aA.T.$2ISO 19115 Topic Categories|\7$aAT.$2ISO 19115 Topic Categories|\7$aA.T. GPS.$2ISO 19115 Topic Categories|\7$aAppalachian Trail Centerline.$2ISO 19115 Topic Categories|\7$aA.T. Centerline.$2ISO 19115 Topic Categories|\7$abiota.$2ISO 19115 Topic Categories","\0$aAppalachian National Scenic Trail.|\0$aAppalachian Trail.|\0$aA.T.|\0$aAT.|\0$aME-GA.|\0$aME.|\0$aNH.|\0$aVT.|\0$aMA.|\0$aCT.|\0$aNY.|\0$aNJ.|\0$aPA.|\0$aMD.|\0$aWV.|\0$aVA.|\0$aTN.|\0$aNC.|\0$aGA.","AT_Centerline."
"10$aMajor Parks and Forests along the Appalachian Trail.","-85.537349","-67.393183","46.672840","30.539325","\7$aAppalachian National Scenic Trail.$2ISO Metadata Standard 19115 Topic Categories|\7$aAppalachian Trail.$2ISO Metadata Standard 19115 Topic Categories|\7$aNational Scenic Trail.$2ISO Metadata Standard 19115 Topic Categories|\7$aA.T.$2ISO Metadata Standard 19115 Topic Categories|\7$aAT.$2ISO Metadata Standard 19115 Topic Categories|\7$aA.T. GPS.$2ISO Metadata Standard 19115 Topic Categories|\7$aAppalachian Trail Centerline.$2ISO Metadata Standard 19115 Topic Categories|\7$aA.T. Centerline.$2ISO Metadata Standard 19115 Topic Categories|\7$abiota.$2ISO Metadata Standard 19115 Topic Categories","\0$aAppalachian National Scenic Trail.|\0$aAppalachian Trail.|\0$aA.T.|\0$aAT.|\0$aME-GA.|\0$aME.|\0$aNH.|\0$aVT.|\0$aMA.|\0$aCT.|\0$aNY.|\0$aNJ.|\0$aPA.|\0$aMD.|\0$aWV.|\0$aVA.|\0$aTN.|\0$aNC.|\0$aGA.","AT_MajorParksForests."
"10$aAppalachian National Scenic Trail - Shelter Locations.","-84.199846","-68.995692","45.881650","34.617557","\7$aAppalachian National Scenic Trail.$2ISO19115 Topic Categories|\7$aAppalachian Trail.$2ISO19115 Topic Categories|\7$aNational Scenic Trail.$2ISO19115 Topic Categories|\7$aA.T.$2ISO19115 Topic Categories|\7$aAT.$2ISO19115 Topic Categories|\7$aA.T. GPS.$2ISO19115 Topic Categories|\7$aAppalachian Trail Shelters.$2ISO19115 Topic Categories|\7$aA.T. Shelter.$2ISO19115 Topic Categories|\7$abiota.$2ISO19115 Topic Categories|\7$ashelter.$2ISO19115 Topic Categories","\0$aAppalachian National Scenic Trail.|\0$aAppalachian Trail.|\0$aA.T.|\0$aAT.|\0$aME-GA.|\0$aME.|\0$aNH.|\0$aVT.|\0$aMA.|\0$aCT.|\0$aNY.|\0$aNJ.|\0$aPA.|\0$aMD.|\0$aWV.|\0$aVA.|\0$aTN.|\0$aNC.|\0$aGA.","AT_ShelterLoactions."
"10$aBig Brown Bat distribution in North America.","-128.724014","-65.662254","56.558960","14.546939","\7$abiota.$2ISO 19115 Topic Category|\7$aBig Brown Bat.$2ISO 19115 Topic Category|\7$aEptesicus fuscus.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;"
"10$aEastern Red Bat distribution in North America.","-114.390327","-60.943497","57.493591","24.718950","\7$abiota.$2ISO 19115 Topic Category|\7$aEastern Red Bat.$2ISO 19115 Topic Category|\7$aLasiurus borealis.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-173c63ed-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aEvening Bat distribution in North America.","-103.298225","-74.551903","42.820984","21.965069","\7$abiota.$2ISO 19115 Topic Category|\7$aNycticeius humeralis.$2ISO 19115 Topic Category|\7$aEvening Bat.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-174c908f-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aIndiana Myotis distribution in North America.","-95.704277","-71.063049","44.940289","33.217358","\7$abiota.$2ISO 19115 Topic Category|\7$aMyotis sodalis.$2ISO 19115 Topic Category|\7$aIndiana Myotis.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-175fa361-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aRafinesque's Big-eared Bat distribution in North America.","-95.715332","-75.459503","38.978085","26.013483","\7$abiota.$2ISO 19115 Topic Category|\7$aCorynorhinus rafinesquii.$2ISO 19115 Topic Category|\7$aRafinesque's Big-eared Bat.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-177a3044-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aSilver-haired Bat distribution in North America.","-134.430405","-65.464493","58.952316","29.071190","\7$abiota.$2ISO 19115 Topic Category|\7$aSilver-haired Bat.$2ISO 19115 Topic Category|\7$aLasionycteris noctivagans.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-178c7fc6-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aTownsend's Big-eared Bat distribution in North America.","-125.333229","-78.669533","52.356689","16.836159","\7$abiota.$2ISO 19115 Topic Category|\7$aTownsend's Big-eared Bat.$2ISO 19115 Topic Category|\7$aCorynorhinus townsendii.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-179cac68-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aLittle Brown Myotis distribution in North America.","-159.009766","-52.614578","66.754677","17.043730","\7$abiota.$2ISO 19115 Topic Category|\7$aMyotis lucifugus.$2ISO 19115 Topic Category|\7$aLittle Brown Myotis.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-1768a412-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aNorthern Myotis distribution in North America.","-122.293022","-57.487564","59.797775","33.748489","\7$abiota.$2ISO 19115 Topic Category|\7$aNorthern Myotis.$2ISO 19115 Topic Category|\7$aMyotis septentrionalis.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-1771a4c3-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aEastern Pipistrelle distribution in North America.","-104.505287","-63.027798","47.479694","15.042859","\7$abiota.$2ISO 19115 Topic Category|\7$aPipistrellus subflavus.$2ISO 19115 Topic Category|\7$aEastern Pipistrelle.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-17338a4c-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aEastern Small-footed Myotis distribution in North America.","-95.103683","-67.783089","47.821964","33.667778","\7$abiota.$2ISO 19115 Topic Category|\7$aEastern Small-footed Myotis.$2ISO 19115 Topic Category|\7$aMyotis leibii.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-17447a3e-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aHoary Bat distribution in North America.","-160.236069","-63.237411","56.520485","14.546939","\7$abiota.$2ISO 19115 Topic Category|\7$aLasiurus cinereus.$2ISO 19115 Topic Category|\7$aHoary Bat.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-17562d80-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aSoutheastern Myotis distribution in North America.","-96.368172","-75.459503","39.274239","27.266016","\7$abiota.$2ISO 19115 Topic Category|\7$aSoutheastern Myotis.$2ISO 19115 Topic Category|\7$aMyotis austroriparius.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-17946f07-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aSeminole Bat distribution in North America.","-97.157585","-75.459503","36.970539","25.333305","\7$abiota.$2ISO 19115 Topic Category|\7$aLasiurus seminolus.$2ISO 19115 Topic Category|\7$aSeminole Bat.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","atlasftp-html_openChapters=chpbio%23chpbio&gt;-17844265-1bee-11e8-b3f0-1866da3917eb___unknown."
"10$aBig Brown Bat distribution in North America.","-128.724014","-65.662254","56.558960","14.546939","\7$abiota.$2ISO 19115 Topic Category|\7$aBig Brown Bat.$2ISO 19115 Topic Category|\7$aEptesicus fuscus.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","batBigBrown."
"10$aEastern Pipistrelle distribution in North America.","-104.505287","-63.027798","47.479694","15.042859","\7$abiota.$2ISO 19115 Topic Category|\7$aPipistrellus subflavus.$2ISO 19115 Topic Category|\7$aEastern Pipistrelle.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","batEasternPipistrelle."
"10$aEastern Red Bat distribution in North America.","-114.390327","-60.943497","57.493591","24.718950","\7$abiota.$2ISO 19115 Topic Category|\7$aEastern Red Bat.$2ISO 19115 Topic Category|\7$aLasiurus borealis.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","batEasternRed."
"10$aEastern Small-footed Myotis distribution in North America.","-95.103683","-67.783089","47.821964","33.667778","\7$abiota.$2ISO 19115 Topic Category|\7$aEastern Small-footed Myotis.$2ISO 19115 Topic Category|\7$aMyotis leibii.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","batEasternSmallfootedMyotis."
"10$aEvening Bat distribution in North America.","-103.298225","-74.551903","42.820984","21.965069","\7$abiota.$2ISO 19115 Topic Category|\7$aNycticeius humeralis.$2ISO 19115 Topic Category|\7$aEvening Bat.$2ISO 19115 Topic Category|\7$aBiology.$2ISO 19115 Topic Category|\7$aZoology.$2ISO 19115 Topic Category|\7$aMammals.$2ISO 19115 Topic Category|\7$aBats.$2ISO 19115 Topic Category|\7$aDistribution.$2ISO 19115 Topic Category|\7$aBiogeography.$2ISO 19115 Topic Category|\7$aZoogeography.$2ISO 19115 Topic Category|\7$aRanges.$2ISO 19115 Topic Category","\0$aNorth America.|\0$aMid-Atlantic.","batEveningBat."
