Filename,DatasetURI,Title,Description,Originator,Publisher,Date_Issued,Temporal,Geom_type,Geom2,West,East,North,South,Format,Thumbnail,Keywords,Place
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_assessed_wetlands_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,2010 Wetland Assessments,These are the wetlands assessed by MPCA in 2009 for the 2010 reporting cycling to EPA.,Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120308,20120308,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000,-96.406211,-93.193888,45.827796,44.142354,Shapefile,None available,"[u'surface water, water chemistry, water quality']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_impaired_lakes_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,Impaired Lakes 2010,"This is a set of the impaired lakes as determined by MPCA in 2009 for the 2010 reporting cycling to US EPA. 

The lakes are a subset and enhancement of the 1:24,000 scale National Hydrography Dataset (NHD). MPCA adds additional lakes. Since the impaired lakes are a small subset of the NHD lakes, only that subset is included in the dataset.   This dataset includes impaired lakes which have not yet had a TMDL plan approved by the US EPA, as well as those lakes that have a US EPA approved TMDL plan.",Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120323,20120323,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.4000,-96.591873,-89.932085,48.993325,43.450467,Shapefile,None available,"[u'surface water, water chemistry, water quality, impaired waters, TMDL, 303(d)']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_impaired_streams_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,Impaired Streams 2010,"This is a set of the impaired streams as determined by MPCA in 2009 for the 2010 reporting cycling to US EPA.

The streams are a subset and enhancement of the 1:24,000 scale National Hydrography Dataset (NHD). MPCA adds additional stream reaches. Since the impaired streams are a small subset of the NHD streams, only that subset is included in the dataset.  This dataset includes impaired streams which have not yet had a TMDL plan approved by the US EPA, those that have a US EPA approved TMDL plan as well as those streams that do not need a TMDL plan.",Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120323,20120323,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.4000,-96.833053,-89.890492,49.036548,43.435437,Shapefile,None available,"[u'surface water, water chemistry, water quality, impaired waters, TMDL, 303(d)']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/env_impaired_wetlands_2010/metadata/metadata.xml'],http://www.gis.state.mn.us/stds/metadata.htm,Impaired Wetlands 2010,"This is a set of the impaired wetlands as determined by MPCA in 2009 for the 2010 reporting cycling to US EPA.

The lakes are a subset and enhancement of the 1:24,000 scale National Hydrography Dataset (NHD). MPCA adds additional lakes. Since the impaired lakes are a small subset of the NHD lakes, only that subset is included in the dataset.   This dataset includes impaired lakes which have not yet had a TMDL plan approved by the US EPA, as well as those lakes that have a US EPA approved TMDL plan.",Minnesota Pollution Control Agency,Minnesota Pollution Control Agency,20120323,20120323,,Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.4000,-96.404505,-93.196833,45.826093,44.143791,Shapefile,None available,"[u'surface water, water chemistry, water quality, impaired waters, TMDL, 303(d)']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_pca/geos_gw_recharge_1996_2010_mean/metadata/metadata.xml'],http://www.mngeo.state.mn.us/committee/standards/mgmg/metadata.htm,Mean annual potential groundwater recharge rates from 1996 - 2010 for Minnesota,Estimated mean annual potential groundwater recharge rates in Minnesota from 1996-2010 based on the Soil-Water-Balance (SWB) model.,U.S. Geological Survey,U.S. Geological Survey,20150326,undefined,undefined,undefined,-97.269875,-89.395466,49.348372,43.43655,undefined,undefined,"[u'hydrography, groundwater recharge']","[u'Minnesota, MN']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/apps/pub/us_mn_state_metrogis/loc_batchuploadwidget/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-loc-georeferncingwidget,Batch Upload Widget for Web AppBuilder,"This is a custom widget developed for the MetroGIS Address Editor Version 4.0 Tool for Web AppBuilder. Metropolitan Council, on behalf of MetroGIS, contracted North Point Geographic Solutions for 3 custom widgets to enhance the Address Point Editor tool. Members from the MetroGIS Address Work Group guided the development of the of the Address Editor and custom widgets. This included Carver, Dakota, Ramsey, Scott and Washington Counties, the Metropolitan Council, and the MN Geospatial Information Office",MetroGIS Address Work Group,Metropolitan Council,20180425,20180326,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"[u'MetroGIS, WAB, widget, upload, free, open']",[]
['https://btaagdp.org/metadata/05a-01/pub/gdrs/apps/pub/us_mn_state_metrogis/loc_georeferencingwidget/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-loc-georeferncingwidget,Georeferencing Widget for Web AppBuilder,"This is a custom widget developed for the MetroGIS Address Editor Version 4.0 Tool for Web AppBuilder. Metropolitan Council, on behalf of MetroGIS, contracted North Point Geographic Solutions for 3 custom widgets to enhance the Address Point Editor tool. Members from the MetroGIS Address Work Group guided the development of the of the Address Editor and custom widgets. This included Carver, Dakota, Ramsey, Scott and Washington Counties, the Metropolitan Council, and the MN Geospatial Information Office",MetroGIS Address Work Group,Metropolitan Council,20180425,20180326,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"[u'MetroGIS, WAB, widget, georeference, free, open']",[]
['https://btaagdp.org/metadata/05a-01/pub/gdrs/apps/pub/us_mn_state_metrogis/loc_reportingwidget/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/us-mn-state-metrogis-loc-georeferncingwidget,Reporting Widget for Web AppBuilder,"This is a custom widget developed for the MetroGIS Address Editor Version 4.0 Tool for Web AppBuilder. Metropolitan Council, on behalf of MetroGIS, contracted North Point Geographic Solutions for 3 custom widgets to enhance the Address Point Editor tool. Members from the MetroGIS Address Work Group guided the development of the of the Address Editor and custom widgets. This included Carver, Dakota, Ramsey, Scott and Washington Counties, the Metropolitan Council, and the MN Geospatial Information Office",MetroGIS Address Work Group,Metropolitan Council,20180425,20180326,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,"[u'MetroGIS, WAB, widget, reporting, free, open']",[]
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/edu_umn_nrri/elev_bldg_height/metadata/metadata.xml'],https://data.nrri.umn.edu/data,Duluth Urban Intensity - Building Heights,LiDAR derived building outlines with height as an attribute. Building height was calculated using LAStools. Units are in meters.,"Paul Meysembourg, NRRI, GIS Lab",Natural Resources Research Institute (NRRI),20150611,undefined,undefined,Microsoft Windows 7 Version 6.1 (Build 7601) Service Pack 1; Esri ArcGIS 10.2.2.3552,-92.352480,-92.052675,46.861033,46.649533,undefined,undefined,"[u'elevation', u'building', u'height', u'liDAR', u'footprint']","[u'Duluth, Minnesota']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/edu_umn_nrri/water_historic_stream_northshore/metadata/metadata.xml'],https://data.nrri.umn.edu/data/dataset/historical-and-future-stream-flow-metrics-for-lake-superior-trbutaries,Historical Stream Flow Metrics for Lake Superior North Shore Tributaries,"A total of 18 stream flow metrics were calculated for the tributary streams draining to Lake Superior, along the Minnesota North Shore. Flow metrics were calculated for all stream segments, based on the NHDPlus V2 (National Hydrography Dataset). The flow metrics were calculated using regression equations fit to existing stream gaging data in the region, and include high flows, low flows, and indices of flashiness and base flow. The independent variables included catchment area, wetland and forest fraction within the catchment, and surficial geology types. Flow data were used from the period 1/1/82 to 12/31/14, so that the flow metrics represent typical values for this period. This data table includes the COMID number taken from the NHDPlus V2 hydrography, so that these data may be joined to NHDPlus stream segment or catchment shape files in a GIS framework for visual display. Each flow metric is assigned a quality rating. This rating was calculated based on 75% prediction intervals for each regression equation. Catchments with one or more predictor variables outside of the range of variables covered by the gaged catchments have a higher prediction interval range (more uncertainty), and are assigned a lower quality rating. For example, catchments that are much smaller than range of catchment size covered by the gaged catchments have more uncertainty in the value of each flow metric. Further information on the methods used to generate these data may be found at: http://www.dnr.state.mn.us/eloha/index.html","Wlliam Herb, Research Associate, University of Minnesota",Natural Resources Research Institute (NRRI),2015-11-04,undefined,undefined,undefined,-92.3524,-89.4914,48.1098,46.6534,Comma seperated values,undefined,"[u'biota, inlandWaters']","[u'North Shore, Minnesota, Lake Superior']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/geos_geologic_atlas_part_b/metadata/metadata.xml'],http://www.dnr.state.mn.us/waters/groundwater_section/mapping/status.html,"County Geologic Atlas, Part B","GIS files depicting characteristics of the groundwater system of Minnesota. A County Geologic Atlas is a systematic study of a county's geologic and groundwater resources. Geologic studies include both Quaternary deposits and bedrock. Groundwater studies include flow systems, aquifer capacity, groundwater chemistry, and sensitivity to pollution. In some areas sand and gravel deposits, sinkholes, or other features are studied.",Minnesota Department of Natural Resources,"Minnesota Department of Natural Resources, Ecological and Water Resources Division",20150722,undefined,undefined,undefined,-95.8,-91.7,46.8,43.5,undefined,http://www.dnr.state.mn.us/waters/groundwater_section/mapping/status.html,"[u'buried sand and gravel aquifer, groundwater, water chemistry, residence time, wells, water table, pollution sensitivity, surficial sand aquifer, County Geologic Atlas']","[u'Benton, Carver, Carlton, Chisago, Crow Wing, Fillmore, Goodhue, McLeod, Mower, Pine, Pope, Rice, Stearns, Todd, Wabasha, Minnesota']"
