Title,Date,Publisher,Description,Metadata
Integrated List Non Attaining,2020,Pennsylvania Department of Environmental Protection,"This layer shows only non-attaining segments of the Integrated List.  The Streams Integrated List represents stream assessments in an integrated format for the Clean Water Act Section 305(b) reporting and Section 303(d) listing.  Streams are bodies of flowing surface water that collectively form a network that drains a catchment or basin. PA DEP protects 4  stream water uses: aquatic life,   fish consumption, potable water supply, and recreation. The 305(b) layers  represents stream segments that have been evaluated for attainment of those uses. If a stream segment is not attaining any one of its  4 uses, it is considered impaired.  

· Aquatic Life use attainment - The integrity reflected in any component of the biological community. (i.e. fish or fish food organisms)
·  Fish Consumption use attainment  - The risk posed to people by the consumption of aquatic organisms (ex. fish, shellfish, frogs, turtles, crayfish, etc.) 
· Recreational use attainment - The risk associated with human recreation activities in or on a water body. (i.e. exposure to bacteria and other disease causing organisms through water contact recreation like swimming or water skiing)
· Potable Water Supply use attainment - The risk posed to people by the ingestion of drinking water


Segments that have appeared on an approved Category 5 Integrated Listing are the entries labeled as approved. Integrated Lists are submitted for approval every other year. Segments entered subsequent to the latest approved Category 5 listing are labeled tentative. After appearing on an approved listing, the tentative entries move to approved.  The Stream Integrated List is provided as two separate layers determined if the stream is attaining or not attaining its designated uses.

DEP Streams Integrated List layer is maintained by the PADEP Office of Water Management, Bureau of Water Supply & Wastewater Management, Water Quality Assessment and Standards Division.  The layer is based on the High Resolution National Hydrography Dataset (NHD).  Additional update information is provided by Bureau of Watershed Management, Water Use Planning Division.",FullMetadataDisplay.aspx?file=IntegratedListNonAttaining2020_10.xml
Drug Alcohol Treatment Facilities,2019,Pennsylvania Department of Health,The PA Drug and Alcohol Treatment layer was develeoped to show the geospatial location of drug and alcohol treatment facilities in Pennsylvania. It can be used in various emergency and health related maps.The PA Drug and Alcohol Treatment layer contains the latitude and longitude coordinates of 828 treatment facilities in Pennsylvania.,FullMetadataDisplay.aspx?file=DOH_DrugAlcoholTreatmentFacilities201906.xml
Home Health Agencies,2019,Pennsylvania Department of Health,The PA Home Health Agencies layer was develeoped to show the geospatial location of home health agency in Pennsylvania. It can be used in various emergency and health related maps. The PA Home Health Agencies layer contains the latitude and longitude coordinates of 568 treatment facilities in Pennsylvania.,FullMetadataDisplay.aspx?file=DOH_HomeHealthAgencies201906.xml
Stocked Trout Water Bodies (Polygons),2020,Pennsylvania Fish and Boat Commission,"Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. 

These waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.

Check with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""

This layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.",FullMetadataDisplay.aspx?file=Stocked_Trout_Waterbodies202002.xml
Stocked Trout Waters (Flowing Waters),2020,Pennsylvania Fish and Boat Commission,"Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. 

These waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.

Check with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""

This layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.",FullMetadataDisplay.aspx?file=Stocked_Trout_Waters202002.xml
Area Fisheries Managers Offices,2019,Pennsylvania Fish and Boat Commission,Office locations of Pennsylvania Fish and Boat Commission Area Fisheries Managers (AFM),FullMetadataDisplay.aspx?file=AreaFisheriesManagement_Offices201901.xml
Area Fisheries Managers  Areas,2019,Pennsylvania Fish and Boat Commission,Coverage areas of Pennsylvania Fish and Boat Commission Area Fisheries Managers (AFM).,FullMetadataDisplay.aspx?file=AreaFisheriesManagement_Areas201901.xml
PFBC Commissioner Districts,2020,Pennsylvania Fish and Boat Commission,"The Pennsylvania Fish and Boat Commission is an independent administrative commission. It consists of ten competent citizens of the Commonwealth who are appointed by the Governor by and with the advice and consent of a majority of the Pennsylvania Senate. Commissioners serve for terms of eight years and continue in office until their successors are appointed. 

Two members of the Commission serve at large and are experienced in boating and water safety education and owners of Pennsylvania registered boats. The remaining eight members each represent a specific geographic district. They are persons well informed on the subjects of conservation, restoration, fish and fishing and boats and boating. Commissioners are appointed on a bipartisan basis.  This GIS layer is a compilation of those 8 geographic districts.",FullMetadataDisplay.aspx?file=PFBC_CommissionerDistricts202002.xml
Class A Wild Trout Streams - points,2020,Pennsylvania Fish and Boat Commission,Class A streams are streams that support a population of wild (natural reproduction) trout of sufficient size and abundance to support a long-term and rewarding sport fishery. The Commission does not stock these streams. This GIS layer respresents the points of streams that are designated as such.,FullMetadataDisplay.aspx?file=ClassA_Streams202007_pt.xml
Stream Sections that Support Wild Trout Production,2020,Pennsylvania Fish and Boat Commission,"This layer contains flowing waters from the Pennsylvania Fish and Boat Commission Fisheries Resource Database that  support naturally reproducing populations of trout. A wild trout stream section is a biological designation that does not determine how it is managed, therefore, these streams may also be stocked with hatchery trout by the Commission.",FullMetadataDisplay.aspx?file=Trout_NaturalReproduction202007.xml
Access Points (Fishing and Boating),2020,Pennsylvania Fish and Boat Commission,"This layer contains the locations of fishing and boating access areas that have been verified by the Pennsylvania Fish and Boat Commission and are public or semi-public areas.  In addition, accesses identified by water trail partners on water trail guides have been added to the layer.",FullMetadataDisplay.aspx?file=Access202002.xml
Stocked Trout Water Bodies (Points),2020,Pennsylvania Fish and Boat Commission,"Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are lakes (not flowing waters) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. 

These waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.

Check with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""

This layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.",FullMetadataDisplay.aspx?file=Stocked_Trout_Waterbodies_pt202002.xml
