Title,Date,Publisher,Description,Metadata,Download
"(u'Allegheny County Imagery 2013',)","(u'2013',)","(u'Allegheny County',)","(u'Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2013.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2013
"(u'Allegheny County Imagery 2013 - Tile Index',)","(u'2013',)","(u'Allegheny County',)","(u'Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2013_ TileIndex.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2013/AlleghenyCountyImagery2013_TileIndex.zip
"(u'Allegheny County Imagery 2015',)","(u'2015',)","(u'Allegheny County',)","(u'Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2015/
"(u'Allegheny County Imagery 2015  - Tile Index',)","(u'2015',)","(u'Allegheny County',)","(u'Tile Index - Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2015/
"(u'Allegheny County Imagery 2017 - 3 inch pixels',)","(u'2017',)","(u'Allegheny County',)","(u'Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017_3inch.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/
"(u'Allegheny County Imagery 2017 - 9 inch pixels',)","(u'2017',)","(u'Allegheny County',)","(u'Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017_9inch.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/
"(u'Allegheny County Imagery 2017 3 inch - Tile Index',)","(u'2017',)","(u'Allegheny County',)","(u'Tile Index - Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017_3inch.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/OrthoMosaicTiles/
"(u'Allegheny County Imagery 2017 9 inch - Tile Index',)","(u'2017',)","(u'Allegheny County',)","(u'Tile Index - Orthophotos of Allegheny County, Pennsylvania - An orthoimage is remotely sensed image data that has been positionally corrected for camera lens distortion, vertical displacement and variations in aircraft altitude and orientation. Orthoimagery combines the image characteristics of a photograph with the geometric qualities of a map. Aerial survey of Allegheny County,Pennsylvania. Orthophotos serve a variety of purposes, from interim maps to field references for earth science investigations and analysis. The digital orthophoto is useful as a layer of a geographic information system and as a tool for revision of digital line graphs and topographic maps.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017_9inch.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/OrthoMosaicTiles/
"(u'Allegheny County LiDAR 2017  - DEM 6ft',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/PAAlleghenyCo_TerrainProducts/
"(u'Allegheny County LiDAR 2017  - Hillshade 6ft',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/PAAlleghenyCo_TerrainProducts/
"(u'Allegheny County LiDAR 2017  - las files',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/lidar/
"(u'Allegheny County LiDAR 2017  - Tile Index',)","(u'2017',)","(u'Allegheny County',)","(u'Tile Index - Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/
"(u'Allegheny County LiDAR 2017 - Terrain',)","(u'2017',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2017/PAAlleghenyCo_TerrainProducts/PAAlleghenyCo_TerrainProducts.zip
"(u'Allegheny County/Pittsburgh LiDAR 2015  - Tile Index',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2015/LiDAR/
"(u'Allegheny County/Pittsburgh LiDAR 2015 - DEM 6ft',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2015/LiDAR/
"(u'Allegheny County/Pittsburgh LiDAR 2015 - Hillshade 6ft',)","(u'2015',)","(u'Allegheny County',)","(u'Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.',)","(u'FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycountyimagery2015/LiDAR/
