Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,Map Server,Feature Server,Image Server,Identifier,Slug,Provenance,Code,Is Part Of,Status,Accural Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Freight Transload Facility,This layer depicts transload facility locations in the state.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Transload|Distribution Centers|Inventory,2020-06-18T12:40:19.000Z,,,,Iowa,"-96.4906,40.6234,-90.1878,43.3134",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/062b224e0cbf4f1faab07361faf73d70_0,"http://public-iowadot.opendata.arcgis.com/datasets/062b224e0cbf4f1faab07361faf73d70_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Transload_Facility_View/FeatureServer/0,,062b224e0cbf4f1faab07361faf73d70_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Processing Facility,Grain Processing Facilities in Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-18T12:27:37.000Z,,,,Iowa,"-96.4421,40.3955,-90.2808,43.5287",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/0fb6f3664e804aa6a9f4cf7ecc21cb5b_0,"http://public-iowadot.opendata.arcgis.com/datasets/0fb6f3664e804aa6a9f4cf7ecc21cb5b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Processing_Facility_View/FeatureServer/0,,0fb6f3664e804aa6a9f4cf7ecc21cb5b_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Intermodal Facility,Intermodal Facilities in Iowa. A combination of several query layers to assist in depicting Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Distribution Centers|Inventory,2020-06-17T16:26:10.000Z,,,,Iowa,"-95.8387,41.2368,-95.8387,41.2368",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/c4ec2e51a6e14e11a0ddb557076ed987_0,"http://public-iowadot.opendata.arcgis.com/datasets/c4ec2e51a6e14e11a0ddb557076ed987_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Intermodal_Facility_View/FeatureServer/0,,c4ec2e51a6e14e11a0ddb557076ed987_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Grain Facility,Grain elevators in Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-17T15:32:50.000Z,,,,Iowa,"-96.5616,40.5932,-90.1941,43.4866",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/1a764d39e3934444ad956b6a157922f4_0,"http://public-iowadot.opendata.arcgis.com/datasets/1a764d39e3934444ad956b6a157922f4_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Grain_Facility_View/FeatureServer/0,,1a764d39e3934444ad956b6a157922f4_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Ethanol Plant,Ethanol plants in the State of Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-17T13:32:30.000Z,,,,Iowa,"-96.2495,40.6046,-90.2205,43.4972",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/1af69ae7706b42a188ae88bbba7cda4b_0,"http://public-iowadot.opendata.arcgis.com/datasets/1af69ae7706b42a188ae88bbba7cda4b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Ethanol_Plant_View/FeatureServer/0,,1af69ae7706b42a188ae88bbba7cda4b_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Distribution Center,Freight distribution centers in the State of Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-17T12:24:28.000Z,,,,Iowa,"-95.5328,40.9769,-90.6598,42.7669",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/29a0ab271bea411d95a5223f99fc1bb3_0,"http://public-iowadot.opendata.arcgis.com/datasets/29a0ab271bea411d95a5223f99fc1bb3_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Distribution_Center_View/FeatureServer/0,,29a0ab271bea411d95a5223f99fc1bb3_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Coal Burning Facility,Coal burning facilities in the State of Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-17T11:44:29.000Z,,,,Iowa,"-96.3792,40.7411,-90.198,43.3363",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/151bfd8145e64307af41cf9be4b836e1_0,"http://public-iowadot.opendata.arcgis.com/datasets/151bfd8145e64307af41cf9be4b836e1_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Coal_Burning_Facility_View/FeatureServer/0,,151bfd8145e64307af41cf9be4b836e1_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Freight Biodiesel Plant,Biodiesel plants in the State of Iowa. This data is part of Iowa's multimodal freight network. These facilities are important for the safe and efficient movement of freight that is demanded by Iowa's large and diverse economy.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Freight|Intermodal|Warehouse|Grain|Processing|Biodiesel|Barge|Ethanol|Coal|Energy|Iowa DOT|Iowa Department of Transportation|Assets|Transload|Distribution Centers|Inventory,2020-06-16T20:29:28.000Z,,,,Iowa,"-96.3609,39.8075,-90.2957,43.3289",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/05c08c45b56640289309be8a1caa5ab0_0,"http://public-iowadot.opendata.arcgis.com/datasets/05c08c45b56640289309be8a1caa5ab0_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Freight_Biodiesel_Plant_View/FeatureServer/0,,05c08c45b56640289309be8a1caa5ab0_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,EOT Responsibility Area,Map depicting the areas of responsibility for engineering operations technician (EOT).,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,EOT|Area of Responsibility|Iowa DOT|Iowa Department of Transportation|Assets|Inventory|Reference,2020-06-16T19:36:53.000Z,,,,Iowa,"-96.6326,40.3853,-90.1578,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/d8112c8ac64c40d4b7ac9651dbc6c8f8_0,"http://public-iowadot.opendata.arcgis.com/datasets/d8112c8ac64c40d4b7ac9651dbc6c8f8_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/EOT_Responsibility_Area_View/FeatureServer/0,,d8112c8ac64c40d4b7ac9651dbc6c8f8_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Crash Vehicle Data,General vehicle-specific data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda),English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Crash|Accident|Safety|Traffic|Iowa DOT|Iowa Department of Transportation,2020-06-16T18:53:31.000Z,,,,Iowa,"-96.6437,40.2331,-90.1613,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a0ef24d4b4b14a0a8862aed52f867fcd_0,"http://public-iowadot.opendata.arcgis.com/datasets/a0ef24d4b4b14a0a8862aed52f867fcd_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Vehicle_Data_View/FeatureServer/0,,a0ef24d4b4b14a0a8862aed52f867fcd_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Crash Person Data,Person specific data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda). These point features depict the last 10 years of crash data and data that is related to injured person information. Data is updated monthly.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Crash|Accident|Traffic|Safety|Iowa DOT|Iowa Department of Transportation,2020-06-16T18:19:15.000Z,,,,Iowa,"-96.6437,40.2331,-90.1613,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/8c3f4173ffa54cdc876e81097f81588b_0,"http://public-iowadot.opendata.arcgis.com/datasets/8c3f4173ffa54cdc876e81097f81588b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Person_Data_View/FeatureServer/0,,8c3f4173ffa54cdc876e81097f81588b_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Crash Person Data,General vehicle-specific data from the prior 10 years. Data compiled in this format for the Traffic Safety Data and Analysis website (www.iowadot.gov/tsda),English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Crash|Accident|Traffic|Safety|Iowa DOT|Iowa Department of Transportation,2020-06-16T16:07:27.000Z,,,,Iowa,"-96.6437,40.2331,-90.1613,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/b529daa1cbc54c3996c688120825c6bc_0,"http://public-iowadot.opendata.arcgis.com/datasets/b529daa1cbc54c3996c688120825c6bc_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Crash_Person_Data_View/FeatureServer/0,,b529daa1cbc54c3996c688120825c6bc_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Automatic Traffic Recorders,Automatic Traffic Recorder (ATR) Continuous Count location sites in the state of Iowa. This data is updated on the 10th of each month.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Traffic|ATR|Traffic Counter|Traffic Recorder|Iowa DOT|Iowa Department of Transportation|Asset|Inventory|Asset Inventory,2020-06-15T17:05:52.000Z,,,,Iowa,"-96.5536,40.4697,-90.3318,43.4697",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/df2ad70c1df64b0688d813f3dd23e271_0,"http://public-iowadot.opendata.arcgis.com/datasets/df2ad70c1df64b0688d813f3dd23e271_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Automatic_Traffic_Recorders_View/FeatureServer/0,,df2ad70c1df64b0688d813f3dd23e271_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,All Routes,"Information about all routes in the State of Iowa including Federal, State, County, Municipal, Institutional and Ramp systems. Data is maintained inside the Roadway Asset Management System (RAMS). For additional information on RAMS data, please see https://iowadot.gov/analytics#488921837-data-warehouse.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,RAMS|Road Network|Road Centerline|Roads|Assets|Inventory|Classification|Iowa DOT|Iowa Department of Transportation,2020-06-15T15:25:52.000Z,,,,Iowa,"-96.6326,40.385,-90.1609,43.501",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/f6d2318f12d94d6496a38fcb18d651f7_0,"http://public-iowadot.opendata.arcgis.com/datasets/f6d2318f12d94d6496a38fcb18d651f7_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/All_Routes_View/FeatureServer/0,,f6d2318f12d94d6496a38fcb18d651f7_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Transitional Surface,The transitional surface extends outward and upward at right angles to the primary and approach surfaces at a slope of 7:1.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory|Assets,2020-06-11T20:27:45.000Z,,,,Iowa,"-96.4219,40.4424,-90.3103,43.4646",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/e2931d7992d644a0a46f1db1f8a4e13b_0,"http://public-iowadot.opendata.arcgis.com/datasets/e2931d7992d644a0a46f1db1f8a4e13b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Transitional_Surface_View/FeatureServer/0,,e2931d7992d644a0a46f1db1f8a4e13b_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Transitional Surface Precision,The transitional surface extends outward and upward at right angles to the primary and approach surfaces at a slope of 7:1.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory,2020-06-11T20:07:53.000Z,,,,Iowa,"-96.5622,40.4352,-90.3329,43.281",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/8a79bc6e1b9345a8974385a9a9a59e5f_0,"http://public-iowadot.opendata.arcgis.com/datasets/8a79bc6e1b9345a8974385a9a9a59e5f_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Transitional_Surface_Precision_View/FeatureServer/0,,8a79bc6e1b9345a8974385a9a9a59e5f_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Primary Surface,"The Primary surface extends 200 feet beyond each end of the runway, but when the runway has no specially prepared hard surface, the surface ends at the end of that runway.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory,2020-06-11T18:53:27.000Z,,,,Iowa,"-96.4058,40.4548,-90.3216,43.4563",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/1b3917aaa91845509a983f00fb923249_0,"http://public-iowadot.opendata.arcgis.com/datasets/1b3917aaa91845509a983f00fb923249_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Primary_Surface_View/FeatureServer/0,,1b3917aaa91845509a983f00fb923249_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Horizontal Surface,The Horizontal surface is a plane 150' above the established airport elevation. The perimeter of which is constructed by swinging arcs of specified radii from the center of each end of the primary surface and connecting adjacent arcs by lines tangent to those arcs.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory,2020-06-11T18:26:12.000Z,,,,Iowa,"-96.4353,40.4277,-90.2865,43.4699",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/a56a8a7952fa441bb3681050a48ea2c4_0,"http://public-iowadot.opendata.arcgis.com/datasets/a56a8a7952fa441bb3681050a48ea2c4_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Horizontal_Surface_View/FeatureServer/0,,a56a8a7952fa441bb3681050a48ea2c4_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Conical Surface,"The Conical surface extends outwards and upwards from the boundary of the horizontal surface at a slope of 20:1 for a horizontal distance of 4,000'.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory,2020-06-11T18:06:09.000Z,,,,Iowa,"-96.4501,40.4167,-90.2718,43.4809",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/853fb8ab9f1a4c64989593f0eafc58fc_0,"http://public-iowadot.opendata.arcgis.com/datasets/853fb8ab9f1a4c64989593f0eafc58fc_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Conical_Surface_View/FeatureServer/0,,853fb8ab9f1a4c64989593f0eafc58fc_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Approach Surfaces,"The approach surface is longitudinally centered on the extended runway centerline and extends outward and upward from each end of the primary surface. An approach surface is applied to the end of each runway based upon the type of approach available. (Slopes can vary from 20:1, 34:1, 40:1 or 50:1).",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory|Assets,2020-06-11T15:47:49.000Z,,,,Iowa,"-96.4218,40.4305,-90.2983,43.4702",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/7cebc66d484f4d46a0ee3778ae490e54_0,"http://public-iowadot.opendata.arcgis.com/datasets/7cebc66d484f4d46a0ee3778ae490e54_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Approach_Surface_View/FeatureServer/0,,7cebc66d484f4d46a0ee3778ae490e54_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Airport Approach Surface Precision,"The approach surface is longitudinally centered on the extended runway centerline and extends outward and upward from each end of the primary surface. An approach surface is applied to the end of each runway based upon the type of approach available. (Slopes can vary from 20:1, 34:1, 40:1 or 50:1).",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|Runway|Aviation|Airfield|Imaginary Surface|Inventory|Assets,2020-06-11T15:11:19.000Z,,,,Iowa,"-96.549,40.4489,-90.3318,43.2699",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/0d6aa40855544269a9f42ca39e8e7d37_0,"http://public-iowadot.opendata.arcgis.com/datasets/0d6aa40855544269a9f42ca39e8e7d37_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Airport_Approach_Surface_Precision_View/FeatureServer/0,,0d6aa40855544269a9f42ca39e8e7d37_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Adopt-A-Highway Status: Never Adoptable,This layer represents the sections of highway which are never available for adoption within the Adopt-A-Highway program. This symbolization was developed for utilization by the Electronic Permitting System (EPS) at the Iowa Department of Transportation.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|AAH|Adopt-A-Highway|EPS|Iowa DOT|Iowa Department of Transportation,2020-06-11T14:08:08.000Z,,,,Iowa,"-96.6064,40.3974,-90.1733,43.4996",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/bbe6a2494e164454925d15d499453d2a_0,"http://public-iowadot.opendata.arcgis.com/datasets/bbe6a2494e164454925d15d499453d2a_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AdoptAHighway_Never_Adoptable_View/FeatureServer/0,,bbe6a2494e164454925d15d499453d2a_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Adopt-A-Highway Status: Adopted,This layer displays all of the currently adopted Iowa Highway segments as related to the Adopt-A-Highway program. These layers were developed for utilization by the Electronic Permitting System (EPS) at the Iowa Department of Transportation.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|AAH|Adopt-A-Highway|EPS|Iowa DOT|Iowa Department of Transportation,2020-06-11T13:46:20.000Z,,,,Iowa,"-96.5465,40.3985,-90.1927,43.5004",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/8e1e0be46c3743a084487a4a461f2b6b_0,"http://public-iowadot.opendata.arcgis.com/datasets/8e1e0be46c3743a084487a4a461f2b6b_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/AdoptAHighway_Current_Adopted_View/FeatureServer/0,,8e1e0be46c3743a084487a4a461f2b6b_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,5 Year Program Structure,Iowa Highway Five Year Improvement Program with amendments for structures only. Created in June 2018.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Improvement|Five Year Plan|Program Management|Planning|Iowa DOT|Iowa Department of Transportation|Bridge|Culvert|Five|Year|Plan|Program,2020-06-10T20:01:42.000Z,,,,Iowa,"-96.5172,40.3916,-90.1617,43.4772",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/be97e2b37b1342f0a0f59510419acac1_0,"http://public-iowadot.opendata.arcgis.com/datasets/be97e2b37b1342f0a0f59510419acac1_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/5_Year_Program_Structure_View/FeatureServer/0,,be97e2b37b1342f0a0f59510419acac1_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,5 Year Program Highway,The Iowa Highway Five Year Improvement Program.Iowa Highway Five Year Improvement Program with amendments. Created in June 2018.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Improvement|Five Year Plan|Program Management|Planning|Iowa DOT|Iowa Department of Transportation|Program|asset improvement,2020-06-10T19:16:54.000Z,,,,Iowa,"-96.5172,40.3911,-90.1671,43.5004",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/5e637335a89e44a3808846b84e31d134_0,"http://public-iowadot.opendata.arcgis.com/datasets/5e637335a89e44a3808846b84e31d134_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/5_Year_Program_Highway_View/FeatureServer/0,,5e637335a89e44a3808846b84e31d134_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,Project Scheduling Public Bid Line,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,English,Iowa Department of Transportation,State of Iowa,,,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling,2020-07-01T18:29:19.000Z,,,,Iowa,"-96.6289,40.3883,-90.1861,43.5006",,,,http://public-iowadot.opendata.arcgis.com/datasets/b4715dcccdb643df9bfcd56df1742774,,,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Line_View/FeatureServer,,b4715dcccdb643df9bfcd56df1742774,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,PSS Line,Iowa DOT project bid data from Project Scheduling System (PSS) for public use.,English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Asset|Inventory|Improvement|Iowa DOT|Projects|Iowa Department of Transportation|PSS|Project Scheduling,2020-07-01T18:29:19.000Z,,,,Iowa,"-96.6289,40.3883,-90.1861,43.5006",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/b4715dcccdb643df9bfcd56df1742774_0,"http://public-iowadot.opendata.arcgis.com/datasets/b4715dcccdb643df9bfcd56df1742774_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/Project_Scheduling_Public_Bid_Line_View/FeatureServer/0,,b4715dcccdb643df9bfcd56df1742774_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
,PLSS Township,"Public Land Survey System (PLSS) for State of Iowa. Includes townships, ranges and sections that have been modified for Iowa DOT use only. Warning: This dataset may not reflect legal boundary.",English,Iowa Department of Transportation,State of Iowa,Geospatial data,,Iowa Department of Transportation|Iowa DOT|PLSS|Township|Range|Public Land Survey System|Survey|Boundary|Assets|Inventory,2020-07-01T12:55:00.000Z,,,,Iowa,"-96.6394,40.3757,-90.1401,43.5011",Dataset|Service,Vector,Shapefile,http://public-iowadot.opendata.arcgis.com/datasets/f78e619ccde9459ba1f0b5479a24c4f0_0,"http://public-iowadot.opendata.arcgis.com/datasets/f78e619ccde9459ba1f0b5479a24c4f0_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",,https://services.arcgis.com/8lRhdTsQyJpO52F1/arcgis/rest/services/PLSS_Township_View/FeatureServer/0,,f78e619ccde9459ba1f0b5479a24c4f0_0,,Iowa,03a-02,03a-02,active,ArcGIS Hub,,Public,,FALSE,
