Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record
,Mrs. Richard Hammond of Burleigh - Article,"Scan of a October 14, 1906 Baltimore Sun Article titled Howard County Society.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/a288-f8n3,,a288-f8n3,Maryland,04b-24027,04b-24027_63,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Rockburn - Excerpt from Old Homes and Families of Howard County Maryland,"Excerpt from Homes and Families of Howard County Maryland, By Celia Holland.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/a4fs-nus4,,a4fs-nus4,Maryland,04b-24027,04b-24027_64,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Record of Freed Slaves - George Whipps,"Screenshot of slave database including slave owner George Whipps and freed slaves Nancy Green and Allen Green from May 30, 1832 and January 16, 1852 respectively.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/a8m2-n5g2,,a8m2-n5g2,Maryland,04b-24027,04b-24027_65,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH Vendor Payments for 02-05-2021,ACH Vendor Payments for 02-05-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,2/4/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/a9m8-aw88,,a9m8-aw88,Maryland,04b-24027,04b-24027_66,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Recreation and Parks Program Totals: Spring 2021,,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,8/26/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ab67-eirf,,ab67-eirf,Maryland,04b-24027,04b-24027_67,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH Vendor Payments for 03-04-2022,ACH Vendor Payments for 03-04-2022,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,3/3/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/aejx-qgrb,,aejx-qgrb,Maryland,04b-24027,04b-24027_68,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Bryant Woods Elementary - 35th Anniversary Article,"Scan of a Bryant Woods Elementary School 35th anniversary article from August, 26 2003.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/7/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/afxw-axt8,,afxw-axt8,Maryland,04b-24027,04b-24027_69,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Thunder Hill Elementary 1969,"Board of Education meeting minutes regarding the naming of Thunder Hill Elementary located in the Dalton-Guilford Downs area. February 4, 1969",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ahz8-kata,,ahz8-kata,Maryland,04b-24027,04b-24027_70,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Position Classification Plan FY2021,"The Howard County Classification Plan is a job schematic covering all officers and employees in the classified and exempt service of the merit system excepting those positions identified in Section 1.111.(a)(2) and Section 1.111.(b)(5) of the Howard County Code or under the conflicting provisions of Section 1.111.(e)(1). The Classification Plan contains information on occupational groups, class families, and the qualifications, duties, FLSA status, and general requirements for each position classification contained in the Plan. The Classification Plan is administered by the Office of Human Resources, under authority of the Personnel Officer, in accordance with Section 1.201. of the Howard County Code. Revisions to the Classification Plan are submitted by the County Executive to the Personnel Board for approval and then transmitted to the County Council for legislative action.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/4/20,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ammf-ck6j,,ammf-ck6j,Maryland,04b-24027,04b-24027_71,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Bushy Park - Excerpts from Celia Holland Book,"History about Bushy Park. Excerpts taken from the book ""Old Homes and Families of Howard County, Maryland"" by Celia M. Holland, 1987.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/anq4-yf3a,,anq4-yf3a,Maryland,04b-24027,04b-24027_72,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Rockburn Park Map with Land Patents,Scan map shwoing Rockburn Branch Park with an overlay of land patents (Moores Morning Choice),English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/aped-puub,,aped-puub,Maryland,04b-24027,04b-24027_73,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH VENDOR PAYMENTS FOR 06-17-2022,ACH VENDOR PAYMENTS FOR 06-17-2022,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,6/16/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/at2a-7sc9,,at2a-7sc9,Maryland,04b-24027,04b-24027_74,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Folly Quarter Manor History - Part 2,"Scan 2 pages of the book ""Founders of Anne Arundel and Howard Counties""",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/av6e-dwxh,,av6e-dwxh,Maryland,04b-24027,04b-24027_75,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Thunder Hill - Aerial Photo 1963,Aerial photo from 1963 with the highlighted area of Thunder Hill.,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/b6qv-3mer,,b6qv-3mer,Maryland,04b-24027,04b-24027_76,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Recreation and Parks Program Totals: Winter 2022,,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,4/21/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/b9v5-pk7m,,b9v5-pk7m,Maryland,04b-24027,04b-24027_77,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH Vendor Payments for 06-01-2021,ACH Vendor Payments for 06-01-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,6/1/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/bbmq-yuz4,,bbmq-yuz4,Maryland,04b-24027,04b-24027_78,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Stevens Forest Resurveyed Land Patent - Page 1,Scan,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/7/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/betz-gw7m,,betz-gw7m,Maryland,04b-24027,04b-24027_79,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Folly Farm Article - 1999,"Scan Baltimore Sun article titled Decorations set to open up, show off Folly Farm from September 13, 1999.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/bk7j-rspr,,bk7j-rspr,Maryland,04b-24027,04b-24027_80,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH Vendor Payments for 05-07-2021,ACH Vendor Payments for 05-07-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,5/6/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/btx7-uetv,,btx7-uetv,Maryland,04b-24027,04b-24027_81,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,HO-22 Doughoregan Manor,"Scan Architectural Survey File for Doughoregan Manor (Charles Carroll III of Carrollton House) last updated February 7, 2013.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cbhf-rbkk,,cbhf-rbkk,Maryland,04b-24027,04b-24027_82,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Folly Quarter Farm Picture,Picture of Folly Farm. Date: Unknown,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cbq5-6hvn,,cbq5-6hvn,Maryland,04b-24027,04b-24027_83,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Manor Woods - 1968 - Part 2,"Scan of Board of Education meeting minutes for name selection from September 4, 1968.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cc5x-mphd,,cc5x-mphd,Maryland,04b-24027,04b-24027_84,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Gov Warfield Speaks Opposes Poe Amendment - 11/03/1905,Scanned article from the Baltimore Sun.,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,10/4/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ccti-ivmf,,ccti-ivmf,Maryland,04b-24027,04b-24027_85,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH VENDOR PAYMENTS FOR 09-16-2022,ACH VENDOR PAYMENTS FOR 09-16-2022,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/15/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ces3-9qyu,,ces3-9qyu,Maryland,04b-24027,04b-24027_86,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Carroll second admin,Scanned copy of Carroll 2nd Administration Account page one.,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,10/4/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cg7a-xvas,,cg7a-xvas,Maryland,04b-24027,04b-24027_87,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Website Link to Whipps Garden Cemetery,Website Link to Whipps Garden Cemetery,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cgic-nwws,,cgic-nwws,Maryland,04b-24027,04b-24027_88,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Rockburn Elementary 1992,"Board of Education Minutes naming Northeastern Elementary School Rockburn Elementary School from November 24, 1992.",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/12/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cih2-sxi9,,cih2-sxi9,Maryland,04b-24027,04b-24027_89,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Warfield Favors Amendment - 09/17/1909,Scanned article from the Democratic Advocate.,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,10/4/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/ckxj-v9m4,,ckxj-v9m4,Maryland,04b-24027,04b-24027_90,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Wilde Lake Middle - Howard County Times Article 2013,"Howard County Times article titled: School Board approves new Wilde Lake Middle School by Sarah Toth November 28, 2013",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/cner-dqnc,,cner-dqnc,Maryland,04b-24027,04b-24027_91,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Wilde Lake 3,"Board of Education meeting minutes. July 23, 1968",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/d245-t48c,,d245-t48c,Maryland,04b-24027,04b-24027_92,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,John Dorsey Land Patent Certificate - 1721,Scan John Dorsey Land Patent Certificate - 1721. Tract Dorseys Grove,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/d4dv-yvgn,,d4dv-yvgn,Maryland,04b-24027,04b-24027_93,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH VENDOR PAYMENTS FOR 10-15-2021,ACH VENDOR PAYMENTS FOR 10-15-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,10/14/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/d4qd-rub2,,d4qd-rub2,Maryland,04b-24027,04b-24027_94,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Folly Quarter Middle School - Blue Ribbon Award Article - 1,"Scan of Folly Quarter Middle School article from the Baltimore Sun on June 22, 2014. Title ""Multiple honors for Folly Quarter"" by Joe Burris - Part 1",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/d4z6-hxna,,d4z6-hxna,Maryland,04b-24027,04b-24027_95,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Recreation and Parks Combined Recreational Licensed Childcare Totals: Fall 2021,,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,2/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/d88m-e8nn,,d88m-e8nn,Maryland,04b-24027,04b-24027_96,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Wilde Lake - 1968,"Board of Education meeting minutes about plans for Wilde Lake Middle School. July 23, 1968",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dcuf-yh77,,dcuf-yh77,Maryland,04b-24027,04b-24027_97,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Waterloo Elementary - Scan of Original Land Grants by Dorsey,Scan of land grants map and location description .,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dgwn-upri,,dgwn-upri,Maryland,04b-24027,04b-24027_98,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Board of Education - Minutes - Wilde Lake - 1968 - 2,"Board of Education meeting minutes related to Wilde Lake Middle. July 23, 1968",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dnrk-36gw,,dnrk-36gw,Maryland,04b-24027,04b-24027_99,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH VENDOR PAYMENTS FOR 09-17-2021,ACH VENDOR PAYMENTS FOR 09-17-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/16/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dq9t-sfjr,,dq9t-sfjr,Maryland,04b-24027,04b-24027_100,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,School Board Minutes: 1972 - Dunloggin,"Scan of Howard County Board of Education Minutes referring to Dunloggin Middle School from January, 1972",English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/8/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dt5h-i4u6,,dt5h-i4u6,Maryland,04b-24027,04b-24027_101,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,ACH Vendor Payments for 07-16-2021,ACH Vendor Payments for 07-16-2021,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,7/15/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/dybf-x8kd,,dybf-x8kd,Maryland,04b-24027,04b-24027_102,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Waterloo Elementary - The Anvil Resurveyed Land Patent 5,Resurveyed land patent part 5,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,9/13/22,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/e3by-sxgf,,e3by-sxgf,Maryland,04b-24027,04b-24027_103,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Recreation and Parks Program Totals: Fall 2020,,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,2/3/21,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/e5rv-rd2s,,e5rv-rd2s,Maryland,04b-24027,04b-24027_104,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
,Recreation and Parks Combined Recreational Licensed Childcare Totals: Spring 2020,,English,opendata.howardcountymd.gov,"Howard County, Maryland",Geospatial data,8/7/20,,,,"Howard County, Maryland, United States|Maryland, United States",Dataset|Service,Vector,Shapefile,https://opendata.howardcountymd.gov/d/e737-4uwe,,e737-4uwe,Maryland,04b-24027,04b-24027_105,Active,ArcGIS Hub,,Public,FALSE,FALSE,,,,,,
