SYSTEM IDENTIFIER,Coordinates,Main Title,Display Date,Date Start,Date End
UMN_ALMA:9942213160001701,"E0110124 E0110736 N0492823 N0492532; (E 11°01'24""--E 11°07'36""/N 49°28'23""--N 49°25'32"").",Plan der Altstadt von Nürnberg = Plan of the old town,between 1920 and 1929?,192u,192u
UMN_ALMA:9943099330001701,"E0203900 E0265000 N0562700 N0535300; (E 20°39'00""--E 26°50'00""/N 56°27'00""--N 53°53'00"")",Mapa rozsiedlenia ludnosci polskiej na terenie Republiki Litewskiej... La carte de l'établissement de la population polonaise sur le territoire de la République Lithuanienne et dans les régions Nord de la République Polonaise,1929,1929,1929
UMN_ALMA:9957953640001701,"W0931228 W0930015 N0445931 N0445314; (W 93°12'28""--W 93°00'15""/N 44°59'31""--N 44°53'14"").","Map of St. Paul, Minneapolis, and environs",1891,1891,1891
UMN_ALMA:9957534520001701,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"").","Map of Minneapolis, Hennepin Co., Minn., 1897",1897,1897,1897
UMN_ALMA:9955175820001701,"W0930340 W0921729 N0464607 N0462501; (W 93°03'40""--W 92°17'29""/N 46°46'07""--N 46°25'01"").",Sectional map and a few convincing facts of Carlton County and vicinity,191-?,191u,191u
UMN_ALMA:9956970230001701,"W0933800 W0895800 N0450800 N0385100; (W 93°38'00""--W 89°58'00""/N 45°08'00""--N 38°51'00"").",Map of the Mississippi River from the falls of St. Anthony to the junction of the Illinois River,1887-1888,1887,1888
UMN_ALMA:9954588390001701,"W0935400 W0495600 N0555900 N0285200; (W 93°54'00""--W 49°56'00""/N 55°59'00""--N 28°52'00"").",A map of the northern and middle states : comprehending the western territory and the British dominions in North America,1793?,1793,1793
UMN_ALMA:9950882430001701,"W1694700 W0515600 N0831800 N0063200; (W 169°47'00""--W 51°56'00""/N 83°18'00""--N 6°32'00"").","Geographical, statistical, and historical map of North America",1822?,1822,1822
UMN_ALMA:9949958340001701,W1040000 W0970000 N0460000 N0430000; (W 104°--W 97° / N 46°--N 43°).,The Federal Aid Highway System progress map : [South Dakota],1927,1927,1927
UMN_ALMA:9958102410001701,"W1242800 W1232400 N0412700 N0400000; (W 124°28'00""--W 123°24'00""/N 41°27'00""--N 40°00'00"")",Map of Humboldt County : showing the famous redwood highway,between 1920 and 1929?,192u,192u
UMN_ALMA:9951771070001701,"W0020000 E0000700 N0523000 N0512500; (W 2°00'00""--E 0°07'00""/N 52°30'00""--N 51°25'00"")","London & Birmingham Railway : plan of the line and adjacent country, 1835 ",1835,1835,1835
UMN_ALMA:9956438380001701,"W1313900 W0595600 N0551600 N0394000; (W 131°39'00""--W 59°56'00""/N 55°16'00""--N 39°40'00"").",Sectional map indicating main automobile roads between Canada and the United States,1926,1926,1926
UMN_ALMA:9949989460001701,W1160000 W1040000 N0490000 N0450000; (W 116°--W 104° / N 49°--N 45°).,The Federal Aid Highway System progress map : [Montana],1927,1927,1927
UMN_ALMA:9949978410001701,W0950000 W0890000 N0400000 N0360000; (W 95°--W 89° / N 40°--N 36°).,The Federal Aid Highway System progress map : [Missouri],1927,1927,1927
UMN_ALMA:9949978410001701,W0950000 W0890000 N0400000 N0360000; (W 95°--W 89° / N 40°--N 36°).,The Federal Aid Highway System progress map : [Missouri],1927,1927,1927
UMN_ALMA:9952697990001701,W0742000 W0670000 N0474000 N0403000; (W 74⁰ 20ʹ--W 67⁰ 00ʹ/N 47⁰ 40ʹ--N 40⁰ 30ʹ),"G. Woolworth Colton's railroad, township & distance map of New England : with adjacent portions of New York, Canada & New Brunswick","1882, 1860",1860,1882
UMN_ALMA:9948672060001701,W0893500 W0815700 N0390900 N0363700; (W 89⁰35ʹ--W 81⁰57ʹ/N 39⁰09ʹ--N 36⁰37ʹ).,The Federal aid highway system progress map : [Kentucky],1927,1927,1927
UMN_ALMA:9951808920001701,"W1144900 W1090200 N0370000 N0311900; (W 114°49'00""--W 109°02'00""/N 37°00'00""--N 31°19'00"")","Relief map of the ... part of the Papago country, Arizona showing desert watering places ",1922,1922,1922
UMN_ALMA:9956977900001701,E0080000 E0540000 N0330000 S0210000; (E 8⁰--E 54⁰/N 33⁰--S 21⁰).,"Carte des costes de l'Afrique : depuis Cap de Lopo, jusques á l'Isle Mazira, levée par ordre expres des roys de Portugal sous qui on en a fait la decouverte ",1700,1700,1700
UMN_ALMA:9949956690001701,W0800000 W0720000 N0450000 N0410000; (W 80°--W 72° / N 45°--N 41₇).,The federal aid highway system progress map : [New York],1926,1926,1926
UMN_ALMA:9948677710001701,W0710000 W0670000 N0470000 N0440000; (W 71°--W 67° / N 47°--N 44°).,The Federal Aid Highway System progress map,1926,1926,1926
UMN_ALMA:9948662600001701,W0913000 W0873000 N0423000 N0370000; (W 91⁰30ʹ--W 87⁰30ʹ/N 42⁰30ʹ--N 37⁰00ʹ).,The Federal aid highway system progress map : [Illinois],1927,1927,1927
UMN_ALMA:9958107260001701,"W1241229 W1240522 N0404929 N0404443; (W 124°12'29""--W 124°05'22""/N 40°49'29""--N 40°44'43"")","Map of city of Eureka, California : showing ward and precinct boundaries, etc",1925,1925,1925
UMN_ALMA:9954597510001701,"W0265400 E0602200 N0363600 S0471000; (W 26°54'00""--E 60°22'00""/N 36°36'00""--S 47°10'00"")",Stanford's library map of Africa,1877,1877,1877
UMN_ALMA:9954621820001701,"W0710500 W0665300 N0472700 N0425500; (W 71°05'00""--W 66°53'00""/N 47°27'00""--N 42°55'00"")",Map of the coast of Maine (eastern part),В1905,1905,1905
UMN_ALMA:9949565620001701,"E0781400 E0783700 N0173300 N0171700; (E 78°14'00""--E 78°37'00""/N 17°33'00""--N 17°17'00"")",Sketch map of the Nizam's Dominions,1863,1863,1863
UMN_ALMA:9949978350001701,W1030000 W0942600 N0370000 N0333700; (W 103⁰00ʹ--W 94⁰26ʹ/N 37⁰00ʹ--N 33⁰37ʹ).,The Federal Aid Highway System progress map : [Oklahoma],1927,1927,1927
UMN_ALMA:9949555180001701,"E0724634 E0725847 N0191612 N0185338; (E 72°46'34""--E 72°58'47""/N 19°16'12""--N 18°53'38"").",Map fo the Island of Bombay : index to progress,1897,1897,1897
UMN_ALMA:9954626420001701,"W0710500 W0665300 N0472700 N0425500; (W 71°05'00""--W 66°53'00""/N 47°27'00""--N 42°55'00"")",State of Maine,1922,1922,1922
UMN_ALMA:9949983600001701,W0832200 W0783100 N0351300 N0320000; (W 83⁰22ʹ--W 78⁰31ʹ/N 35⁰13ʹ--N 32⁰00ʹ).,The Federal Aid Highway System progress map : [South Carolina],1926,1926,1926
UMN_ALMA:9956451820001701,"E0140000 E0240000 N0550000 N0490000; (E 14°00'00""--E 24°00'00""/N 55°00'00""--N 49°00'00"").",A newe mape of Poland,1626,1626,1626
UMN_ALMA:9956434860001701,"E0140000 E0340000 N0580000 N0470000; (E 14°00'00""--E 34°00'00""/N 58°00'00""--N 47°00'00"").",Poland : divided into its dismembered provinces,1814,1814,1814
UMN_ALMA:9957240740001701,E0043000 E0203000 N0654000 N0550000; (E 4°30'-E 20°30'/N 65°40'-N 55°00'),Karta öfver landswägarne uti Sverige och Norrige : sammandragen i enlighet med de tillförlitligaste efterrättelser vid Kongl. gen. landtm. contoret 1831,1831,1831,1831
UMN_ALMA:9948913810001701,"W0853700 W0804400 N0350000 N0302100; (W 85ʻ37'00""--W 80ʻ44'00""/N 35ʻ00'00""--N 30ʻ21'00"")",Hall's original county map of Georgia : showing present and original counties and land districts,1895,1900,1982
UMN_ALMA:9954919140001701,W1020000 W0940000 N0530000 N0490000; (W 102°--W 94°/N 53°--N 49°).,The Rand McNally new commercial atlas map of Manitoba,1913,1913,1913
UMN_ALMA:9957889320001701,"W0971400 W0892900 N0492300 N0432900; (W 97ʻ14'00""--W 89ʻ29'00""/N 49ʻ23'00""--N 43ʻ29'00"")",Asher & Adams' Minnesota,1874,1871,1874
UMN_ALMA:9952734120001701,W0942800 W0942800 N0441900 N0441900; (W 94°28'--W 94°28' /N 44°19'--N 44°19'),"Map city New Ulm, Brown County Minnesota ",1929,1929,1929
UMN_ALMA:9956053600001701,"E0321600 E0343600 N0354200 N0343700; (E 32°16'00""-E 34°36'00""/N 35°42'00""-N 34°37'00"")",Cyprus,1878,1878,1878
UMN_ALMA:9956493010001701,"E0692900 E0781500 N0301100 N0230300; (E 69°29'00""--E 78°15'00""/N 30°11'00""--N 23°03'00"")",Rajpootana and adjacent countries,1859,1859,1859
UMN_ALMA:9953428010001701,"E0055300 E0073800 N0493000 N0483100; (E 5°53'00""--E 7°38'00""/N 49°30'00""--N 48°31'00"")",Carte de France et des frontières à 1/200.000 (Type 1912),1918,1918,1918
UMN_ALMA:9950281490001701,"E0094000 E0202000 N0510000 N0470000; (E 9°40'00""--E 20°20'00""/N 51°00'00""--N 47°00'00"").","Ṕays Tchèques : Boheme, Moravie, Silésie Autrichienne et Slovaquie",1917?,1917,1917
UMN_ALMA:9948977450001701,"W0261200 E0421000 N0715800 N0360600; (W 26°12'00""--E 42°10'00""/N 71°58'00""--N 36°06'00"")","Carte des Routes de Postes de l'Empire Français, du Royaume d'Italie et de la Confédération du Rhin... ",1814,1814,1814
UMN_ALMA:9948977450001701,"W0261200 E0421000 N0715800 N0360600; (W 26°12'00""--E 42°10'00""/N 71°58'00""--N 36°06'00"")","Carte des Routes de Postes de l'Empire Français, du Royaume d'Italie et de la Confédération du Rhin... ",1814,1814,1814
UMN_ALMA:9950864590001701,"W1672700 W0293000 N0830900 S0594400; (W 167°27'00""--W 29°30'00""/N 83°09'00""--S 59°44'00"").","Geographical, historical, and statistical map of America",1821,1821,1821
UMN_ALMA:9953437910001701,"E0055300 E0073800 N0493000 N0483100; (E 5°53'00""--E 7°38'00""/N 49°30'00""--N 48°31'00"")",Metz,1918,1918,1918
UMN_ALMA:9954942550001701,"W1173000 W0550000 N0352000 N0040000; (W 117°30'00""--W 55°00'00""/N 35°20'00""--N 4°00'00"").","The countries of the Caribbean : including Mexico, Central America, the West Indies and the Panama Canal ",1922,1922,1922
UMN_ALMA:9954942550001701,"W1173000 W0550000 N0352000 N0040000; (W 117°30'00""--W 55°00'00""/N 35°20'00""--N 4°00'00"").","The countries of the Caribbean : including Mexico, Central America, the West Indies and the Panama Canal ",1922,1922,1922
UMN_ALMA:9954634690001701,"E0603100 E0745300 N0382900 N0292200; (E 60°31'00""--E 74°53'00""/N 38°29'00""--N 29°22'00"").",Afghanistan und seine Nachbarländer,1890,1914,1914
UMN_ALMA:9951693860001701,W1150000 W0933000 N0440000 N0292100; (W 115°--W 93°30ʹ/N 44°--N 29°21ʹ).,Map of the public land states and territories,1865,1865,1865
UMN_ALMA:9957000440001701,"E0093100 E0225800 N0490100 N0454200; (E 9°31'00""--E 22°58'00""/N 49°01'00""--N 45°42'00"")",Austria Hungary,between 1910 and 1919?,191u,191u
UMN_ALMA:9954723120001701,E0683600 E0692900 N0345000 N0341300; (E 68⁰36ʹ--E 69⁰29ʹ/N 34⁰50ʹ--N 34⁰13ʹ).,Sketch map of the field of military operations near Kabul : in December 1879,1880,1880,1880
UMN_ALMA:9951751800001701,"W0064200 E0020500 N0555500 N0494000; (W 6°42'00""--E 2°05'00""/N 55°55'00""--N 49°40'00"")",[Old series Ordnance Survey maps of England and Wales],April 18th 1805-1873,1805,1873
UMN_ALMA:9951751800001701,"W0064200 E0020500 N0555500 N0494000; (W 6°42'00""--E 2°05'00""/N 55°55'00""--N 49°40'00"")",[Old series Ordnance Survey maps of England and Wales],April 18th 1805-1873,1805,1873
UMN_ALMA:9957228350001701,"E0340000 E0450000 N0360000 N0264000; (E 34°00'00""--E 45°00'00""/N 36°00'00""--N 26°40'00"").",Northern Arabia,1926,1926,1926
UMN_ALMA:9949150930001701,"E0042245 E0043606 N0515939 N0515142; (E 4°22'45""--E 4°36'06""/N 51°59'39""--N 51°51'42"")","Gemeente Rotterdam, en omgeving, schaal 1 a 10 000 ",1927,1927,1927
UMN_ALMA:9949150930001701,"E0042245 E0043606 N0515939 N0515142; (E 4°22'45""--E 4°36'06""/N 51°59'39""--N 51°51'42"")","Gemeente Rotterdam, en omgeving, schaal 1 a 10 000 ",1927,1927,1927
UMN_ALMA:9957548880001701,"W0064200 E0020500 N0555500 N0494000; (W 6°42'00""--E 2°05'00""/N 55°55'00""--N 49°40'00"")","Bartholomew's ""half-inch to mile"" map of England and Wales",between 1920 and 1929?-between 1930 and 1939?,192u,193u
UMN_ALMA:9949043050001701,E0300000 E1450000 N0750000 S0150000; (E 30°--E 145°/N 75°--S 15°).,"L'Asie divisée en ses principales regions, et ou se peuvent voir l'estendue des empires monarchies, royaumes, et estats qui partagent presentement l'Asie ",1750?,1750,1750
UMN_ALMA:9956990390001701,W0200000 E0620000 N0380000 S0360000; (W 20⁰--E 62⁰/N 38⁰--S 36⁰).,Africæ descriptio,1628,1628,1628
UMN_ALMA:9924295000001701,"E0021326 E0022811 N0485407 N0484856; (E 2°13'26""--E 2°28'11""/N 48°54'07""--N 48°48'56"").",Plan des paroisses de Paris : avec la distinction des parties eparses qui de dépendent,1904,1904,1904
UMN_ALMA:9965395640001701,W0875300 W0871600 N0455900 N0450600; (W87°53ʹ-W87°16ʹ/N45°59ʹ--N45°06ʹ).,Farm-forest map of Menominee County,1925,1925,1925
UMN_ALMA:9961146760001701,W1030000 W0890000 N0490000 N0420000; (W 103°--W 89°/N 49°--N 42°).,Map of Minnesota Territory,1855 or 1856?,1855,1856
UMN_ALMA:9964144830001701,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"").","Rice's map of Minneapolis, Minnesota",1895?,1895,1895
UMN_ALMA:9961493640001701,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"").||W0961605 W0955216 N0412335 N0411126; (W 96°16'05""--W 95°52'16""/N 41°23'35""--N 41°11'26"").",Minneapolis  Omaha,1891,1891,1891
UMN_ALMA:9963855880001701,W1250000 W0660000 N0490000 N0250000; (W 125°--W 66°/N 49°--N 25°).,"United States, including territories and insular possessions, showing the extent of public surveys : national parks and monuments, Indian, military, bird, and game reservations, national forests, railroads, canals, and other details ",1929,1929,1929
UMN_ALMA:9973519793401701,W0920000 W0830000 N0470000 N0420000; (W 92°--W 83°/N 47°--N 42°).,County map of Michigan and Wisconsin,1863,1863,1863
UMN_ALMA:9973519793401701,W0920000 W0830000 N0470000 N0420000; (W 92°--W 83°/N 47°--N 42°).,County map of Michigan and Wisconsin,1863,1863,1863
UMN_ALMA:9962730960001701,"W0794500 W0713200 N0450000 N0384600; (W 79°45'00""--W 71°32'00""/N 45°00'00""--N 38°46'00"")","The Hudson by daylight : map from New York Bay to the head of tide water : containing names of steams islands and heights of mountains according to the latest coast survey : also, the names of prominent residences, historic land marks, the old reaches of the Hudson and old Indian names",1894,1894,1894
UMN_ALMA:9973346096501701,W0690339 W0690150 N0440519 N0440337; (W 69°03ʹ39ʺ--W 69°01ʹ50ʺ/N 44°05ʹ19ʺ--N 44°03ʹ37ʺ).,"Owl's Head Harbor, Maine",1836,1836,1836
UMN_ALMA:9964590640001701,W0962500 W0950400 N0490300 N0482900; (W 96⁰25ʹ--W 95⁰04ʹ--N 49⁰03ʹ--N 48⁰29ʹ).,"Standard map of Roseau County, Minnesota",1921,1921,1921
UMN_ALMA:9973346204501701,W0942500 W0930400 N0484200 N0475000; (W 94°25ʹ00ʺ--W 93°04ʹ00ʺ/N 48°42ʹ00ʺ--N 47°50ʹ00ʺ).,Peat deposits of Koochiching County Minnesota : showing locations of drainage ditches,1919?,1919,1919
UMN_ALMA:9965784510001701,W0950000 W0840000 N0490000 N0440000; (W 95°--W 84°/N 49°--N 44°).,"Geologic map of the Lake Superior region, with sections ",1910,1910,1910
UMN_ALMA:9973723302501701,"W0001200 W0000300 N0513200 N0512800; (W °12'00""--W °03'00""/N 51°32'00""--N 51°28'00"").",Cruchley's reduced ordnance map of London : with 4000 street references and what to see,between 1870 and 1879?,187u,187u
UMN_ALMA:9961056320001701,W1143000 W1131000 N0490000 N0480300; (W 114°30ʹ--W 113°10ʹ/N 49°--N 48°03ʹ).,"Topographic map of Glacier National Park, Montana ",1914,1914,1914
UMN_ALMA:9973344892701701,E0020000 E0073000 N0510000 N0470000; (E 2°00ʹ--E 7°30ʹ/N 51°00ʹ--N 47°00ʹ).,Map of the Western Theatre of War,1918,1918,1918
UMN_ALMA:9960098100001701,W0960000 W0860000 N0440000 N0290000; (W 96°--W 86°/N 36°--N 29°).||W1170000 W0730000 N0440000 N0260000; (W 117°--W 73°/N 44°--N 26°).,"Maps showing the Arkansas Central, the Helena & Corinth, and the Pine Bluff & Southwestern railways, together forming the Texas & Northeastern Railway ",1871,1871,1871
UMN_ALMA:9962991940001701,W0803000 W0750000 N0420000 N0400000; (W 80°30'--W 80°30'/N 42°00'--N 40°00').,Map of the coal fields of Pennsylvania,1929,1929,1929
UMN_ALMA:9964789080001701,W1400000 W0810000 N0720000 N0480000; (W 140°--W 81°/N 72°--N 48°).,[Map of timber land in Western Canada] : to accompany paper on the timber belt of northern Alberta and Saskatchewan and the Northwest Territories west of Hudson Bay,1908,1908,1908
UMN_ALMA:9964574700001701,"W0934541 W0925636 N0451458 N0444547; (W 93°45'41""-W 92°56'36""/N 45°14'58""-N 44°45'47"")",Minnetonka Game Refuge,1909,1909,1909
UMN_ALMA:9973617475201701,W1170000 W0860000 N0340000 N0140000; (W 117°--W 86°/N 34°--N 14°).,The Mexican situation : new commercial atlas map of Mexico,1914,1914,1914
UMN_ALMA:9917818120001701,W0734500 W0714500 N0420300 N0410000; (W 73⁰45ʹ--W 71⁰45ʹ/N 42⁰03ʹ--N 41⁰00ʹ).,"The Federal Aid Highway System, progress map",1927,1927,1927
UMN_ALMA:9916224500001701,"E0792300 E0820400 N0100200 N0054300; (E 79°23'00""--E 82°04'00""/N 10°02'00""--N 5°43'00"").","Map of the island of Ceylon : (corrected to the beginning of 1868), exhibiting the principal roads, rivers & mountains with the Colombo and Kandy Railway and the proposed extensions ",1868,1868,1868
UMN_ALMA:9917828520001701,"E0610100 E1010800 N0371200 N0074200; (E 61°01'00""--E 101°08'00""/N 37°12'00""--N 7°42'00"").",India showing railways,1919,1919,1919
UMN_ALMA:9917172310001701,"W0741532 W0734200 N0405458 N0402838; (W 74ʻ15'32""--W 73ʻ42'00""/N 40ʻ54'58""--N 40ʻ28'38"")",Map of New York City : places of interest and general information,1925,1925,1925
UMN_ALMA:9917838950001701,W1242500 W1140700 N420000 N323200; (W 124⁰25ʹ--W 114⁰07ʹ/N 42⁰00ʹ--N 32⁰32ʹ).,The Federal Aid Highway System progress map : [California],1929,1929,1929
UMN_ALMA:9917838950001701,W1242500 W1140700 N420000 N323200; (W 124⁰25ʹ--W 114⁰07ʹ/N 42⁰00ʹ--N 32⁰32ʹ).,The Federal Aid Highway System progress map : [California],1929,1929,1929
UMN_ALMA:9914749320001701,W0942600 W0930200 N0475600 N0470100; (W 94⁰26ʹ--W 93⁰02ʹ/N 47⁰56ʹ--N 47⁰01ʹ).,Itasca County road map,between 1910 and 1919?,191u,191u
UMN_ALMA:9912622330001701,W0712900 W0712200 N0415200 N0414600; (W 71⁰29ʹ--W 71⁰22ʹ/N 41⁰52ʹ--N 41⁰46ʹ).,New map of the city of Providence,1896,1896,1896
UMN_ALMA:9915624570001701,W0971500 W0893000 N0491500 N0431500; (W 97⁰15ʹ--W 89⁰30ʹ/N 49⁰15ʹ--N 43⁰15ʹ).,County map of Minnesota,1875,1875,1875
UMN_ALMA:9916178090001701,W0901900 W0813800 N0364100 N0345800; (W 90⁰19ʹ--W 81⁰38ʹ/N 36⁰41ʹ--N 34⁰58ʹ).,"Relief map, state of Tennessee ",1927,1927,1927
UMN_ALMA:9916313830001701,"W0934612 W0931036 N0451447 N0444714; (W 93ʻ46'12""--W 93ʻ10'36""/N 45ʻ14'47""--N 44ʻ47'14"")","Map of Hennepin County, Minnesota ",1879,1879,1879
UMN_ALMA:9919354490001701,mismatched coords!,Carte des côtes de Malabar et de Coromandel,1730?,1730,1730
UMN_ALMA:9918623780001701,"W0693800 W0572700 S0094000 S0225300; (W 69°38'00""--W 57°27'00""/S 9°40'00""--S 22°53'00"")",Map drawn by Lieut. Lardner Gibbon to accompany his Report. 1854,1854,1854,1854
UMN_ALMA:9915467530001701,W0793000 W0750000 N0395000 N0375000; (W 79°30ʻ--W 75°00ʻ/N 39°50ʻ--N 37°50ʻ).,Map of Maryland showing forested area : 1927,1927,1927,1927
UMN_ALMA:9917151700001701,"W0992800 W0982600 N0471900 N0463700; (W 99°28'00""--W 98°26'00""/N 47°19'00""--N 46°37'00"").","Stutsman County, North Dakota ",1907,1907,1907
UMN_ALMA:9914725290001701,"W1053446 W1052912 N0402405 N0401952; (W 105°34'46""--W 105°29'12""/N 40°24'05""--N 40°19'52"").","Estes Park, Colorado and surrounding region","1913, 1910",1910,1913
