Title,Spatial Coverage,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Is Part Of,Member Of,Accrual Method,Date Accessioned,Rights,License,Access Rights,File Size,Bounding Box
Financial Services [Arkansas],Arkansas,HOTOSM United States (Arkansas) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_financial_services_points_shp.zip,cfa3addf-8545-45d2-9caa-950af7948a84,https://data.humdata.org/dataset/hotosm_usa_arkansas_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Railways [Arkansas],Arkansas,HOTOSM United States (Arkansas) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_railways_lines_shp.zip,03a72a27-9692-4ecd-9963-6738b01fb4b4,https://data.humdata.org/dataset/hotosm_usa_arkansas_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Buildings [Arkansas],Arkansas,HOTOSM United States (Arkansas) Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_buildings,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_buildings_polygons_shp.zip,dd2ff77c-b0e2-4a72-b9e0-020b56ccdfb0,https://data.humdata.org/dataset/hotosm_usa_arkansas_buildings,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Sea Ports [Arkansas],Arkansas,HOTOSM United States (Arkansas) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_sea_ports_points_shp.zip,575a56c0-d6e6-4291-9be6-e2011b991583,https://data.humdata.org/dataset/hotosm_usa_arkansas_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Waterways [Arkansas],Arkansas,HOTOSM United States (Arkansas) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography|waterbodies,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_waterways_lines_shp.zip,383f6f3c-6430-4089-aefa-cfb9f55849cb,https://data.humdata.org/dataset/hotosm_usa_arkansas_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Points of Interest [Arkansas],Arkansas,HOTOSM United States (Arkansas) Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_points_of_interest,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_points_of_interest_points_shp.zip,6981cfb2-3862-44ad-ab51-4ece89cf7d0c,https://data.humdata.org/dataset/hotosm_usa_arkansas_points_of_interest,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Roads [Arkansas],Arkansas,HOTOSM United States (Arkansas) Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_roads,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_roads_lines_shp.zip,2e470627-e796-4a48-9161-2f6c728394f3,https://data.humdata.org/dataset/hotosm_usa_arkansas_roads,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Populated Places [Arkansas],Arkansas,HOTOSM United States (Arkansas) Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-06-29,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_arkansas_populated_places,https://data.humdata.orghttps://export.hotosm.org/downloads/66eee2f8-16f3-4661-96f8-a785e36b783c/hotosm_usa_arkansas_populated_places_points_shp.zip,fb742e15-b2ad-4553-bbca-54c6ea0a2e82,https://data.humdata.org/dataset/hotosm_usa_arkansas_populated_places,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-94.6178753,33.00407,-89.644395,36.4996"
Airports [California],California,HOTOSM United States (California) Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_airports,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_airports_points_shp.zip,adccfa72-28cd-48da-a90f-d0fd7e13ef23,https://data.humdata.org/dataset/hotosm_usa_california_airports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
Sea Ports [California],California,HOTOSM United States (California) Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_sea_ports,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_sea_ports_points_shp.zip,8d266c73-06bf-49ef-ad97-98e412b779ae,https://data.humdata.org/dataset/hotosm_usa_california_sea_ports,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
Financial Services [California],California,HOTOSM United States (California) Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_financial_services,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_financial_services_points_shp.zip,219a499c-900d-44f7-9dd4-c3b070d7f29e,https://data.humdata.org/dataset/hotosm_usa_california_financial_services,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
Railways [California],California,HOTOSM United States (California) Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_railways,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_railways_lines_shp.zip,6b82829c-b1f5-4bd7-af9d-4b814b78323b,https://data.humdata.org/dataset/hotosm_usa_california_railways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
Waterways [California],California,HOTOSM United States (California) Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_waterways,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_waterways_lines_shp.zip,e21d7cef-b1dc-457f-9f01-244c80ae4dcc,https://data.humdata.org/dataset/hotosm_usa_california_waterways,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
Health Facilities [California],California,HOTOSM United States (California) Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on HDX.
See the Humanitarian OpenStreetMap Team website for more information.; Updated Every week",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-07-06,Continuously updated resource,,Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_usa_california_health_facilities,https://data.humdata.orghttps://export.hotosm.org/downloads/f62f5405-3fef-48ff-a543-997f6a5fa400/hotosm_usa_california_health_facilities_points_shp.zip,c7379f3c-09a3-4b3d-a138-fa745c4c44ee,https://data.humdata.org/dataset/hotosm_usa_california_health_facilities,Humanitarian Data Exchange,99-1400,99-1400,b0153110-e455-4ced-9114-9b13250a7093,HTML,2023-02-24,,Open Database License (ODC-ODbL),Public,,"-124.482003,32.5295236,-114.1307816,42.009499"
