Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
HOTOSM Ireland [Northern Region] Populated Places (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_populated_places,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_populated_places_points_shp.zip,65273a6f-ef21-4ac8-a070-b2d156b760b8,https://data.humdata.org/dataset/hotosm_irl_north_populated_places,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Buildings (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_buildings,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_buildings_polygons_shp.zip,1491e6a1-f1e0-4400-8477-20e3df878191,https://data.humdata.org/dataset/hotosm_irl_north_buildings,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Roads (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_roads,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_roads_lines_shp.zip,925bd167-4f12-4bf5-a898-3aa9132fe116,https://data.humdata.org/dataset/hotosm_irl_north_roads,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Health Facilities (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_health_facilities,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_health_facilities_points_shp.zip,391fd8e6-8fe4-4da3-b3fe-c0b498f2f80a,https://data.humdata.org/dataset/hotosm_irl_north_health_facilities,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Sea Ports (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_sea_ports,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_sea_ports_points_shp.zip,f1b43354-7833-49c2-a2b7-47a5c1cdbfeb,https://data.humdata.org/dataset/hotosm_irl_north_sea_ports,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Points of Interest (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_points_of_interest,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_points_of_interest_points_shp.zip,67821daa-4d17-4392-b4d9-b99c35b1f778,https://data.humdata.org/dataset/hotosm_irl_north_points_of_interest,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Waterways (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_waterways,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_waterways_lines_shp.zip,886f1b1b-1ada-477b-9ab6-031b562135c0,https://data.humdata.org/dataset/hotosm_irl_north_waterways,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Airports (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_airports,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_airports_points_shp.zip,ffa446c8-b3b8-40f6-9f51-12ebfa8c4987,https://data.humdata.org/dataset/hotosm_irl_north_airports,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Railways (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_railways,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_railways_lines_shp.zip,7979668b-88bd-4807-afe3-e4c690fa5744,https://data.humdata.org/dataset/hotosm_irl_north_railways,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Education Facilities (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_education_facilities,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_education_facilities_points_shp.zip,6800affd-62ba-49a3-bc47-0ecae5f8aaf9,https://data.humdata.org/dataset/hotosm_irl_north_education_facilities,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Northern Region] Financial Services (OpenStreetMap Export),HOTOSM Ireland [Northern Region] Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_north_financial_services,https://data.humdata.orghttp://export.hotosm.org/downloads/ceb57da0-84af-4042-aa84-e83dca9be2a3/hotosm_irl_north_financial_services_points_shp.zip,0ecdd7c6-b42c-443c-b28b-e4692a65ddbb,https://data.humdata.org/dataset/hotosm_irl_north_financial_services,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
"Evaluación de necesidades de agua, saneamiento e higiene en el marco del flujo mixto de frontera, para el fortalecimiento de las mesas WASH en los departamentos de Arauca, Norte de Santander, La Guajira y Nariño.","Evaluación de necesidades de agua, saneamiento e higiene en el marco del flujo mixto de frontera, para el fortalecimiento de las mesas WASH en los departamentos de Arauca, Norte de Santander, La Guajira y Nariño.","Caracterización que realizó iMMAP y UNICEF entre Marzo y Mayo del 2019 en los departamentos de Arauca, La Guajira, Norte de Santander y Nariño. Se comparte un subgrupo de la muestra del estudio completo (incluye información de Asentamientos, Albergues y Refugios), que comprende información primaria recolectada por IMMAP.",eng,iMMAP,Datasets,,affected area|affected facilities|affected population|migrants|migration|refugees,2020-02-27,"April 08, 2019-May 31, 2019",2019-2019,Never,Colombia,"-81.7358,13.3948,-66.8472,-4.2284",Vector data,Geodatabase,https://data.humdata.org/dataset/caracterizacion-wash-2019,https://data.humdata.org/dataset/7669c962-38fa-408e-94bc-a516f3e8804c/resource/eb4cb0a2-c745-496b-a260-305f028d6984/download/establecimientos_encuestawash_unicef.gdb.zip,2241db8e-a35a-45d7-845e-fa4338c0a771,https://data.humdata.org/dataset/caracterizacion-wash-2019,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution International,Public,FALSE,FALSE,54.8K
"Satellite detected waters extents, as of 5 November 2019 over Ouaka Prefecture of Central African Republic","Satellite detected waters extents, as of 5 November 2019 over Ouaka Prefecture of Central African Republic","UNOSAT code: FL20191028CAF  This map illustrates satellite-detected surface water in Ouaka Prefecture of Central African Republic, as observed from Sentinel-1 imagery acquired on 5 November 2019. Within the analysed extent of about 2,000 km2, a total about 10 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR -UNOSAT.
Important note: Flood analysis with Sentinel-1 imagery may notably underestimate the presence of standing water in built up areas due to backscattering of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2019-12-18,"November 13, 2019-November 13, 2019",2019-2019,Never,Central African Republic,"14.4151,11.018,27.4583,2.2231",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-5-november-2019-over-ouaka-prefecture-of-central-african-republic,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CF/FL20191028CAF/FL20191028CAF_SHP.zip,d2ed111b-c04f-4754-8741-10f67dc8629c,https://data.humdata.org/dataset/waters-extents-as-of-5-november-2019-over-ouaka-prefecture-of-central-african-republic,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
