Title,Date,Publisher,Description,Metadata
Allegheny County LiDAR 2017  - Tile Index,2017,Allegheny County,"Tile Index - Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyImagery2017.xml
Allegheny County LiDAR 2017 - Terrain,2017,Allegheny County,"Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2017.xml
"Allegheny County -Tree Canopy Change, 2010-2015",2022,Allegheny County,"Tree canopy change in Allegheny County Pennsylvania for the years 2010 to 2015. This tree canopy change data set consists of three classes: no change, gain, and loss. No change polygons are those in which the tree canopy remained the same between the two time periods. Gain polygons are those in which tree canopy increased between the two time periods. Loss polygons are those in which tree canopy decrease between the two time periods. 2010 tree canopy can be calculated by adding the “no change” and loss classes. Tree canopy for 2015 can be calculated by adding the “no change” and “gain” classes.Several data sets were used to map tree canopy change. The starting point was the 2010 high-resolution land cover data set developed for Allegheny County. Change was then mapped using leaf-off lidar data collected in 2006, 4-band leaf-on National Agriculture Imagery Program (NAIP) data collected in 2010, leaf off lidar data collected in 2015, and 4-band leaf-on NAIP data collected in 2015. All four data sets were integratedinto an object-based image analysis system (OBIA), which a rule-based expert system. A combination of segmentation, classification, and morphology algorithms were employed to determine if tree canopy had changed between the two time periods. The data set was then manually edited at a scale of 1:5000. The main factors determining change were a decrease in height, indicating tree removal, as identified by the lidar, and the change in the spectral characteristics, as identified in the aerial imagery. There were spatial misalignment issues between all four of the data sets. As a result, very fine scale changes at the edges of tree canopy could not be determined. The data set can thus be considered to be slightly biased towards tree canopy loss, and fine-scale tree canopy gains could not be determined. Most of the gain identified is not new growth, but rather canopy from trees that were too small to be detected in the original 2010 mapping.The incorporation of newer lidar data enabled a revisit of the original 2010 tree canopy mapping. The 2015 lidar data was substantially higher quality than the 2006 lidar data used for the 2010 high-resolution land cover mapping project. This enabled errors of omission and commission in the original 2010 tree canopy mapping to be corrected. Examples include shrubby areas in 2010 falsely classified as tree canopy and tall trees that were not clearly visible in the data used to map tree canopy in 2010. This data set should be considered to be the most accurate depiction of tree canopy for both the 2010 and 2015 time periods.",FullMetadataDisplay.aspx?file=AlleghenyCounty_TreeCanopyChange_2010_2015_202207.xml
Allegheny County/Pittsburgh LiDAR 2015  - Tile Index,2015,Allegheny County,"Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml
Allegheny County/Pittsburgh LiDAR 2015 - DEM 6ft,2015,Allegheny County,"Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml
Allegheny County/Pittsburgh LiDAR 2015 - Hillshade 6ft,2015,Allegheny County,"Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml
Allegheny County/Pittsburgh LiDAR 2015 - Terrain,2015,Allegheny County,"Lidar Data Products for the Allegheny County, PA collection area including a 6ft DEM, hydrogrpahic breakines, and tiled 2ft Contours. The lidar dataset was collected to be utilized for the creation of a digital elevation model, hydrographic breaklines, and 2ft contours. Other uses expected.",FullMetadataDisplay.aspx?file=AlleghenyCountyLidar2015.xml
Pennsylvania water quality database,2004,Alliance for Aquatic Resource Monitoring,"Database containing more than 33,466 records on water quality from 1986 to the present from 622 testing sites throughout Pennsylvania.  Information in records includes at least alkalinity and Ph and includes nitrates and phosphates for some sites since 1996.",FullMetadataDisplay.aspx?file=allarm2004.xml
Urban Ecosystem Analysis Ikonos interpreted land cover for the Cobbs/Mill Creek and Tacony/Frankford Creek watersheds,2002,American Forests,"AMERICAN FORESTS conducted an urban ecosystem analysis of the Delaware Valley region to provide community leaders with detailed information about the region's tree cover and its environmental and economic impacts. The analysis documents what landscape changes have occurred over time and how these changes have impacted the environmental services the urban forest provides to the region. The study used Geographic Information Systems (GIS) technology to connect image analysis of the area to ecological assessment of tree cover change trends over the last 15 years. In addition, AMERICAN FORESTS created a ""green data layer"" -a digital tool that local communities can use to integrate urban forest ecology into their future planning. 

Frankford Tacony, Mill Creek and Cobbs Creek in Pennsylvania and the Big Timber in New Jersey were selected for analysis and to create a detailed (4-meter resolution) digital landcover.  The detailed analysis used a high-resolution satellite image as the basis for creating a ""green data layer"" or classified land cover image.  This digital mapping tool enables planners to integrate green infrastructure into their future planning.",FullMetadataDisplay.aspx?file=cobbs_mill_tacony_frankfordcreek_landcover2002.xml
Urban Ecosystem Analysis Landsat interpreted land cover for the Delaware Valley,1985,American Forests,AMERICAN FORESTS conducted an urban ecosystem analysis of the Delaware Valley region to provide community leaders with detailed information about the region's tree cover and its environmental and economic impacts. The analysis documents what landscape changes have occurred over time and how these changes have impacted the environmental services the urban forest provides to the region. The study used Geographic Information Systems (GIS) technology to connect image analysis of the area to ecological assessment of tree cover change trends over the last 15 years. This file represents a reclassification of 30-meter resolution Landsat Thematic Mapper imagery.,FullMetadataDisplay.aspx?file=delawarevalley_landcover1985.xml
